uid,nickname,saved_at
7022910333555015004,이준아파파/14,2025-08-13 23:51:40
7028839884764268568,ƒ 동누²⁴ /¹¹₁₁,2025-08-13 23:51:40
7044199407872896329,한또또 / 12,2025-08-13 23:51:40
7046000625443332964,레이ϟ/16/x2,2025-08-13 23:51:40
7052590138844323283,운빤존1만겐/15/o,2025-08-13 23:51:40
7054435608466622519,얼빵빵이/ 12,2025-08-13 23:51:40
7063685274089926749,호랑호랑호랑호/14/노배속,2025-08-13 23:51:40
7069625652323699650,헤일리우치쿤/16/2배,2025-08-13 23:51:40
7069883603435436701,우주최강/4,2025-08-13 23:51:40
7079553043911711739,5생 / 12 / 2배,2025-08-13 23:51:40
7080836964090214582,곁에있을래요/16,2025-08-13 23:51:40
7095447594003751722,식빵빵/6레벨/×,2025-08-13 23:51:40
7095789875218312824,이실없/16,2025-08-13 23:51:40
7103773987714348894,너무사랑해김지안/10/x,2025-08-13 23:51:40
7110473234561589361,코코코넛밀크/12/³³³,2025-08-13 23:51:40
7131138645495056172,HoneyMoon/18/2배,2025-08-13 23:51:40
7135462366057792999,말랑한돌맹구/16/2배,2025-08-13 23:51:40
7143763175108318460,짱구1111/14/배속x,2025-08-13 23:51:40
7146909495832303212,돈다발 들고 좋아하는 무지,2025-08-13 23:51:40
7148047861780253419,개구리이빨깐다/12/배속x,2025-08-13 23:51:40
7149673224879363854,굿데이²/2,2025-08-13 23:51:40
7154594750340286751,ㅣ            ㅣ/18/⏪️,2025-08-13 23:51:40
7156508326978338231,쿻햔/14,2025-08-13 23:51:40
7171926917683548685,제몽이닷/16,2025-08-13 23:51:40
7177253401830518719,장구머리/13,2025-08-13 23:51:40
7209490145374161323,동래 불주먹,2025-08-13 23:51:40
7213100665169372165,머노폴리/12/배속 없음,2025-08-13 23:51:40
7222615168050066747,민다린/13,2025-08-13 23:51:40
7238505998955165394,12렙 빙찐,2025-08-13 23:51:40
7241593542338935858,다리미야옹 16 x2,2025-08-13 23:51:40
7245581165597316676,seyoon[14랩]/배속ㄴㄴ,2025-08-13 23:51:40
7245799805516488182,ᴱᵛᵉʳ악동²⁴⏩️,2025-08-13 23:51:40
7254804029828568531,꽁기깅꽁 / 19 / 2x,2025-08-13 23:51:40
7262324544270514714,ᴺᵃᵐᵉᵈ꾼²²,2025-08-13 23:51:40
7272028594237958064,오픈합니다/11,2025-08-13 23:51:40
7272162032866209972,❄Three_꺄비/19 X,2025-08-13 23:51:40
7274284578937010655,홍솔람1세/13,2025-08-13 23:51:40
7275411951766715887,누냐먼ㅍ텨탬/10,2025-08-13 23:51:40
7282477333176977945,노다무의지/15/2배x,2025-08-13 23:51:40
7284348049642059854,gunhee10/8렙,2025-08-13 23:51:40
7297904225102854270,🏛ᴛʀᴏʏ히도이²³,2025-08-13 23:51:40
7299137140805992759,교내/16/2배,2025-08-13 23:51:40
7303012456797751410,튀김우돗/14/X,2025-08-13 23:51:40
7303116459256018094,꾸달 / 17,2025-08-13 23:51:40
7306025644456707473,🏴‍☠️순백𝕍16❌️³,2025-08-13 23:51:40
7307247360510498115,와트와트와트/9,2025-08-13 23:51:40
7313008665401760691,팍양양/23,2025-08-13 23:51:40
7317697827041878367,민하핥 13,2025-08-13 23:51:40
7327084237354734652,유우우우우지이이인/13/x1,2025-08-13 23:51:40
7336809982837941084,망고씨랜드/14/x,2025-08-13 23:51:40
7342509651326346903,복귀유저3일차/14/2배X,2025-08-13 23:51:40
7345662368159870089,정워니네/15/배속X,2025-08-13 23:51:40
7372708740803255468,빵밤이123/브론즈,2025-08-13 23:51:40
7380705598381751259,훈이ㅈ망겜/12/2배,2025-08-13 23:51:40
7385590009157983726,남두기/9,2025-08-13 23:51:40
7390380697571368505,🎖️서초동주민/21/2배,2025-08-13 23:51:40
7406139096051913099,wow0472 / 14 / x,2025-08-13 23:51:40
7410125657427775277,빠따 좋아좋아 /14,2025-08-13 23:51:40
7436213722278107300,간장튀김새우/8,2025-08-13 23:51:40
7436437378317775520,반숙계란찜/17렙,2025-08-13 23:51:40
7438448237155190765,슈퍼미러볼/12,2025-08-13 23:51:40
7439421414692328299,Rᴏᴍᴀ누구새우/ 18/2,2025-08-13 23:51:40
7451236652489092581,정의/24/x2_USA,2025-08-13 23:51:40
7454322546305146265,아느로아우/3,2025-08-13 23:51:40
7456566601209854055,모찌팝/15 배속o,2025-08-13 23:51:40
7458185728946596867,윤이쭌이/20/2배,2025-08-13 23:51:40
7464871817538383059,맛있는김치찜 / 15 / 2배,2025-08-13 23:51:40
7478272502589654184,seung9/20,2025-08-13 23:51:40
7481366203554906962,ᴺᵃᵐᵉᵈ짜장,2025-08-13 23:51:40
7481492740739290528,운빨좋되는놈/13,2025-08-13 23:51:40
7482350145183397954,깨룸 / 19 / x2,2025-08-13 23:51:40
7482425600209555250,매드스트라이커/10,2025-08-13 23:51:40
7485829773426182066,블롭뱃살불룩/10렙,2025-08-13 23:51:40
7494212385497057797,민우123/11,2025-08-13 23:51:40
7500684701007619336,usad/7레벨/하드0,2025-08-13 23:51:40
7504038087860535114,권규니 11,2025-08-13 23:51:40
7513524219925823145,엊절존많겜/13,2025-08-13 23:51:40
7519325132074077709,경례하는 프로도,2025-08-13 23:51:40
7530488147669551698,바보많겜/16,2025-08-13 23:51:40
7531278778311220044,3대뻥카쟁이/16,2025-08-13 23:51:40
7554125379452564156,ᴺᵃᵐᵉᵈ라후²⁴,2025-08-13 23:51:40
7571648699717188043,Roma용팔/17/2배,2025-08-13 23:51:40
7581467542947439041,그래이맛이야/16/배속ㅇ,2025-08-13 23:51:40
7604702548334300014,밍바다 / 16 / 2X,2025-08-13 23:51:40
7605746948215768013,강하다강해륀/ 16,2025-08-13 23:51:40
7608947428697604581,유멜로/16/2배,2025-08-13 23:51:40
7614558420097778462,결국재명된이재명/10,2025-08-13 23:51:40
7617510882672517179,🎖️스턴없으면잠수/22,2025-08-13 23:51:40
7621755395593679765,DRAGON¹/3,2025-08-13 23:51:40
7641596744841757220,🎖️밥푸는녀석들/22/10109,2025-08-13 23:51:40
7642506828518020754,헤일리콥터/11,2025-08-13 23:51:40
7649577052224494355,윤활유님 / 11,2025-08-13 23:51:40
7656725500970247090,별쏘다/17,2025-08-13 23:51:40
7658862179807783607,재해의왕/13,2025-08-13 23:51:40
7662305733872749797,🎖️ ᴺᵃᵐᵉᵈ짬뽕²²,2025-08-13 23:51:40
7666014899447744849,톳테누릴리리/4/1,2025-08-13 23:51:40
7666223502421780406,양송이1234/11/1배,2025-08-13 23:51:40
7734718350598763712,입시망겜/11,2025-08-13 23:51:40
7746682517198123177,사대탈모/16/배속×,2025-08-13 23:51:40
7748544390989166893,ㅅㅋㅇ/15,2025-08-13 23:51:40
7753088512070418403,지이라아알까기 12 배속,2025-08-13 23:51:40
7758984245089530481,닥스팟/23/x2,2025-08-13 23:51:40
7765150695251427297,애움/12,2025-08-13 23:51:40
7767162560715077793,ᴺᵃᵐᵉᵈ성다빈²⁴,2025-08-13 23:51:40
7771356447133975750,쥐쥑/14/1배(스턴위치알고있어요),2025-08-13 23:51:40
7773122154676037537,아우오엋/11,2025-08-13 23:51:40
7806637165991578457,불구리원툴/11랩/2배속,2025-08-13 23:51:40
7819345359580486431,뫈냐도르/12/두배있음,2025-08-13 23:51:40
7826727653459741752,울산중구태화동 / 13,2025-08-13 23:51:40
7827349256520823352,řè자탄이/16/×,2025-08-13 23:51:40
7827622722801310830,가즈아아앙아앙아야양/17,2025-08-13 23:51:40
7833784374267098311,메가파이리/13,2025-08-13 23:51:40
7841834786797276757,밤바사랑걸(10렙) 배속 없음,2025-08-13 23:51:40
7850710283633673140,연우/17/2배O,2025-08-13 23:51:40
7860082194610299386,칵테일사랑/ 16 / x2 배속,2025-08-13 23:51:40
7864938332393470903,물티슈크림/16,2025-08-13 23:51:40
7873233470718397502,이타니훈련병/20/2배,2025-08-13 23:51:40
7875622799437402488,바지락칼국수/13/x1,2025-08-13 23:51:40
7890910245736592582,현우는몇살/10,2025-08-13 23:51:40
7892926138618894980,치킨이불/14렙,2025-08-13 23:51:40
7898065190755454123,메놈/14/x2,2025-08-13 23:51:40
7913198971672618233,둥이둥이/13,2025-08-13 23:51:40
7930188588539018875,나초칸초나/14,2025-08-13 23:51:40
7933800403622565648,dadada123/11,2025-08-13 23:51:40
7934539556533300219,와트センセ 17렙,2025-08-13 23:51:40
7940335385717185628,back홈 /15,2025-08-13 23:51:40
7950034562583443050,부릉부릉꾸 / 16 / 2배O,2025-08-13 23:51:40
7959952212171092781,사무라이닌자다/5,2025-08-13 23:51:40
7960315203520014588,니얼굴타죠/4렙/배속x,2025-08-13 23:51:40
7960877387650878385,아름답고미운새임/12/배속 ○,2025-08-13 23:51:40
7966359909444874653,학살즐겜러/17렙,2025-08-13 23:51:40
7980525697502855631,[𝑿]🌀🔥❄테오²²/[총괄관리],2025-08-13 23:51:40
7996501675556926328,리얼버스/17,2025-08-13 23:51:40
7997662063634411781,헤헤헿일리 12렙,2025-08-13 23:51:40
8000052619107136625,에드우두/12,2025-08-13 23:51:40
8001375691790387979,Dºzzi/20/배속o,2025-08-13 23:51:40
8007480241979615167,ᴱᵛᵉʳ빠따²⁴,2025-08-13 23:51:40
8008744414182527902,잔개르크/10렙,2025-08-13 23:51:40
8046992831320302623,ᴺᵃᵐᵉᵈ하늘²⁰,2025-08-13 23:51:40
8064915324419974472,시크릿쮸쮸바지 9,2025-08-13 23:51:40
8067206332360352356,친구안녕/12/2배있음,2025-08-13 23:51:40
8086133263437211817,사마휘/17/x2,2025-08-13 23:51:40
8086555410895202461,ᴋʀ박스안고양이/20/76/배속ㅇ,2025-08-13 23:51:40
8088135931049225572,꼬와도무과금 12,2025-08-13 23:51:40
8089496009318976316,하일구/11,2025-08-13 23:51:40
8096244539066357039,현서파워 15,2025-08-13 23:51:40
8099479631378830236,미래핑²¹,2025-08-13 23:51:40
8102902122917287379,맛탱이쪽간다 17,2025-08-13 23:51:40
8112535007205696858,현쟈임/14/2X,2025-08-13 23:51:40
8116747022972913805,G건/18/x2,2025-08-13 23:51:40
8117103786267092851,콱두칠/19/x2,2025-08-13 23:51:40
8125256261121080394,타리토라/10,2025-08-13 23:51:40
8125559583778288080,다영이바라기/17,2025-08-13 23:51:40
8136994353777944058,따거0/13/2배속,2025-08-13 23:51:40
8152347911391041098,surxm/10/⏩️,2025-08-13 23:51:40
8166665679822733207,혁도공주/14렙/2배,2025-08-13 23:51:40
8187384907376234744,근전/16/X,2025-08-13 23:51:40
8188388490832291312,아기숩니/17/ 배속x,2025-08-13 23:51:40
8188946279872472355,아크/20,2025-08-13 23:51:40
8190872521808957462,커즈와일 / 17 / x,2025-08-13 23:51:40
8191525863921409247,Love킹다/9,2025-08-13 23:51:40
8192481588322828282,에블도/13/2배o,2025-08-13 23:51:40
8204497545379338466,아랏다고/14,2025-08-13 23:51:40
8213726555322623627,🎖️ᴛʀᴏʏ뚱이❤️/23,2025-08-13 23:51:40
8217256709698805367,🌀One_HoneyBunny/21,2025-08-13 23:51:40
8217501709939374414,경례하는 프로도,2025-08-13 23:51:40
8220412507945292470,ᴺᵛ진돌/15/2배,2025-08-13 23:51:40
8227179070582415057,ALGD/16/1배,2025-08-13 23:51:40
8240182164493087625,ㅣㅣl / 12 / x,2025-08-13 23:51:40
8244550069946398695,문재앙입니다/10/배속없어요,2025-08-13 23:51:40
8244797329785793467,포병여단77/ 10,2025-08-13 23:51:40
8248243607867741630,응애인데(닉변 노른자이)/13/x2,2025-08-13 23:51:40
8258763414057165777,ᴺᵃᵐᵉᵈ양가²⁵,2025-08-13 23:51:40
8268795576775517373,김동농짱/9,2025-08-13 23:51:40
8273865884378711925,🎖️돌돌이봉봉 19 배속ㅇ,2025-08-13 23:51:40
8274734952978697430,로켓단핵펀치푸틴/12,2025-08-13 23:51:40
8286050745092789832,프린세ㅔ스/6렙,2025-08-13 23:51:40
8291021671790385618,Ost버프/20/2배,2025-08-13 23:51:40
8292242587133124563,도박풀성공기원 20 2배 77,2025-08-13 23:51:40
8296253870169640620,Suisicde/15/배속 o,2025-08-13 23:51:40
8317585582643572001,705노불화/17/2배,2025-08-13 23:51:40
8325236968643536359,peter08/11/배속X,2025-08-13 23:51:40
8347363468103313450,뼈맞앗다잠만 16 x2,2025-08-13 23:51:40
8349588379827196023,마쿤몰빵계/11/x,2025-08-13 23:51:40
8356178069797169196,without담낭/19,2025-08-13 23:51:40
8376080263119979617,숓튳츐/8/2배없음,2025-08-13 23:51:40
8398749383629773883,우다다당탕탕 19 ⁷⁷,2025-08-13 23:51:40
8406658500666002005,지      구/12/신,2025-08-13 23:51:40
8414951149447455943,롸끈마/17/배속,2025-08-13 23:51:40
8416850775080614482,신,2025-08-13 23:51:40
8422505759600889284,오크불멸기원/4,2025-08-13 23:51:40
8424727886207948616,예지보고싶다/16/x,2025-08-13 23:51:40
8427240092733970072,럭키랭원/15,2025-08-13 23:51:40
8427445529147010749,Rᴏᴍᴀ 짠 / 21 / 배속⭕️,2025-08-13 23:51:40
8438931430316992019,스타박서/15/2배O,2025-08-13 23:51:40
8444941518713706106,[𝑿]🌀🔥❄맹²³/[관리],2025-08-13 23:51:40
8448869766679766197,겜던질게용/15,2025-08-13 23:51:40
8453729651170615436,삼촌핑°/19/⏩️/⁷⁶⁶,2025-08-13 23:51:40
8491662130644249322,어려붜욬/12,2025-08-13 23:51:40
8496170627141051525,설탕몬/15/두배있음,2025-08-13 23:51:40
8497090745982419146,급식이2/10,2025-08-13 23:51:40
8503097910112366776,진짜윤태경/5,2025-08-13 23:51:40
8520441790709332347,니니누나486/12,2025-08-13 23:51:40
8532645030697645223,이름없음001/13,2025-08-13 23:51:40
8541596064440029987,동욱맨이나가신다/11,2025-08-13 23:51:40
8545529172570273703,여러마리/10,2025-08-13 23:51:40
8546021501657633496,ESILDER/16/2x/배치숙지,2025-08-13 23:51:40
8552725197322005400,18/사신승천/배속o,2025-08-13 23:51:40
8557678416085911038,그냥해줘/10,2025-08-13 23:51:40
8559047561008855766,소금쨩/17/x2,2025-08-13 23:51:40
8564576264535634501,고수96/12/x2,2025-08-13 23:51:40
8566849340621523748,정은메렁/17,2025-08-13 23:51:40
8571451872174252052,minlove/16,2025-08-13 23:51:40
8571874956787756352,게임꿀뱀18,2025-08-13 23:51:40
8582320213783345075,영이공주님 /8,2025-08-13 23:51:40
8591408510452369839,운빨접수/17,2025-08-13 23:51:40
8597223478458308022,주니러브/17/x2,2025-08-13 23:51:40
8598281408177629395,운빨복귀유저/18/2배속,2025-08-13 23:51:40
8602587920390255957,광친이/19/2배,2025-08-13 23:51:40
8616664231663906694,승우현수빵디에몽/9,2025-08-13 23:51:40
8619706740602503856,찌헤루/17,2025-08-13 23:51:40
8631254206514237031,하프앤하프/14랩/2배O,2025-08-13 23:51:40
8648323761836796577,🎖️주녕주녕2/24,2025-08-13 23:51:40
8648614937200592262,S24Ultra/17,2025-08-13 23:51:40
8653143130721093869,김유준0328/12,2025-08-13 23:51:40
8661907818486186624,윤쓰브로콜리/16,2025-08-13 23:51:40
8664520738071262011,ᴾᴿ¹ᴹ버스킹/21/⏩,2025-08-13 23:51:40
8691274107317629638,ᴾᴿ¹ᴹRuler²⁴,2025-08-13 23:51:40
8701058277581008644,팡이창고 13 1,2025-08-13 23:51:40
8717313449662385231,제이쏭/14,2025-08-13 23:51:40
8726204441842377087,폰우/14,2025-08-13 23:51:40
8737498810142655710,ᴺᵃᵐᵉᵈ율²³,2025-08-13 23:51:40
8741735308272305608,행복한가요/12,2025-08-13 23:51:40
8751559668837869892,리버풀구단주지민/13/배속x,2025-08-13 23:51:40
8760509757173254746,망똘이/15,2025-08-13 23:51:40
8779144090159347931,Nujabess/ 16 / 2배 O,2025-08-13 23:51:40
8780209692434895398,채빈채민아빠/19/금머행666/x2,2025-08-13 23:51:40
8780535387754004087,헤일리저승사자/13,2025-08-13 23:51:40
8795262364175229006,차정회/14,2025-08-13 23:51:40
8797765137867860770,서포터9 /10 /2배속 보유,2025-08-13 23:51:40
8798867630926776976,덩득덩득ㅋ/6랩/노배속,2025-08-13 23:51:40
8800611641331081225,풍자흠뻑쇼/12,2025-08-13 23:51:40
8806086702730774035,이찌아빠/16/x2,2025-08-13 23:51:40
8809053469556501620,ㅉ도/15/2배,2025-08-13 23:51:40
8811722967504880543,무친허민/13/2배o,2025-08-13 23:51:40
8816658599224354802,나야혜유니/19,2025-08-13 23:51:40
8822574796414724236,Juneha0602/15,2025-08-13 23:51:40
8825711860325274354,멋쟁이sw/14,2025-08-13 23:51:40
8827647500276727627,쭉쭉빵빵시영이/18/x2,2025-08-13 23:51:40
8829757495146738790,ᶠᴵᴳᴴᵀ할래말레 / 17 / 2배,2025-08-13 23:51:40
8830750121858114236,ㅎㅎ/11렙/배속2배,2025-08-13 23:51:40
8832785501141516280,Mamaも/13/x2,2025-08-13 23:51:40
8836099150408649038,못뚱년이담배까지펴/16,2025-08-13 23:51:40
8838266511496386669,망우동대장/9,2025-08-13 23:51:40
8838444054972977667,진호053  12렙 x2,2025-08-13 23:51:40
8839027432358293684,피카츄이잉/16/2배,2025-08-13 23:51:40
8839180319683312385,ᴹᴵᴺᴰ곤뇽/21/X,2025-08-13 23:51:40
8845104369378042892,불보고지/12/2배,2025-08-13 23:51:40
8874531407932385027,사신킹다이안/11/1배속,2025-08-13 23:51:40
8887170653240245995,OB맥주/19⁶⁵⁵/ x2,2025-08-13 23:51:40
8899546512147505651,닉넴할게없네/10,2025-08-13 23:51:40
8905486168695447239,Dº멍/24/×2,2025-08-13 23:51:40
8925073406987744008,경대1번 / 16,2025-08-13 23:51:40
8928457833968288397,니거땀/7lv,2025-08-13 23:51:40
8931564977167096470,엄어음/11레벨,2025-08-13 23:51:40
8938324187870190907,거거거걱거거걱/10,2025-08-13 23:51:40
8940321072567661004,해유 16. 2배,2025-08-13 23:51:40
8962195119941389776,EZ하고/16,2025-08-13 23:51:40
8976788275126785269,🎖민효둥이/20,2025-08-13 23:51:40
8977262213472396455,ᴼᵀᴸ초록ᗢ/17,2025-08-13 23:51:40
8987101982499783696,셓희 / 11 / ×1,2025-08-13 23:51:40
8993255100325861874,압도ᶞᵟ/21,2025-08-13 23:51:40
9010313480312952370,매운맛사나이/14,2025-08-13 23:51:40
9035090248803369571,타르타락/2렙,2025-08-13 23:51:40
9048013016419642759,좋은거주세요많이 17. 2x,2025-08-13 23:51:40
9056366655526377112,키키키무무무/15/1배,2025-08-13 23:51:40
9058681081687454595,도똥입니다만/12렙,2025-08-13 23:51:40
9061173968001575003,ᴺᵃᵐᵉᵈ탱글다희²⁴,2025-08-13 23:51:40
9062619417652558918,주현남자친구/16/x,2025-08-13 23:51:40
9063885601132921233,호날루리/10/배속x,2025-08-13 23:51:40
9064597445449867323,tukiyuki/19/x1,2025-08-13 23:51:40
9089494289563674618,킹갓monkey 13렙,2025-08-13 23:51:40
9095733594101140496,동규킹짱 / 12,2025-08-13 23:51:40
9096138684675413190,장어벙따/11,2025-08-13 23:51:40
9108159778942271882,잭호우/15,2025-08-13 23:51:40
9123571865823302192,영영룡영/16,2025-08-13 23:51:40
9129313237651722439,Rᴏᴍᴀ 쉬  / 21랩 / 배속❌,2025-08-13 23:51:40
9135469143800331030,초록영웅/18,2025-08-13 23:51:40
9142052910137541040,우람찡찡 11,2025-08-13 23:51:40
9148535814307057189,bowwow123/13/배속 x,2025-08-13 23:51:40
9150715410199428288,사람 /아니에바라고요/5렙,2025-08-13 23:51:40
9153284414254016095,king둘기/14,2025-08-13 23:51:40
9155443797893937905,ßhu/12/2배,2025-08-13 23:51:40
9167359020053749688,월루중인사람/15/x,2025-08-13 23:51:40
9171366723353443349,닉네임설정10트/14렙/배속x,2025-08-13 23:51:40
9196264121730067700,"권준혁준,13",2025-08-13 23:51:40
9215713088034550279,날아라두콩이/15,2025-08-13 23:51:40
9219957980725447177,ㆍPAPEㆍ/17,2025-08-13 23:51:40
